incident_id,year,incident_type
2154,2023,Hijacking with Misuse
2154,2023,Ransomware
2153,2023,Data theft
2153,2023,Hijacking with Misuse
2153,2023,Ransomware
2152,2023,Disruption
2152,2023,Hijacking with Misuse
2151,2023,Disruption
2150,2023,Disruption
2150,2023,Hijacking with Misuse
2149,2022,Data theft
2149,2022,Hijacking with Misuse
2147,2022,Data theft
2147,2022,Hijacking with Misuse
2146,2022,Hijacking without Misuse
2146,2022,Ransomware
2145,2023,Disruption
2145,2023,Hijacking with Misuse
2145,2023,Ransomware
2143,2023,Data theft
2143,2023,Hijacking with Misuse
2142,2023,Disruption
2141,2023,Data theft
2141,2023,Disruption
2141,2023,Hijacking with Misuse
2141,2023,Ransomware
2140,2023,Disruption
2140,2023,Hijacking with Misuse
2139,2023,Data theft & Doxing
2139,2023,Disruption
2139,2023,Hijacking with Misuse
2139,2023,Ransomware
2138,2023,Data theft & Doxing
2138,2023,Hijacking with Misuse
2138,2023,Ransomware
2137,2023,Data theft & Doxing
2137,2023,Disruption
2137,2023,Hijacking with Misuse
2136,2023,Disruption
2136,2023,Hijacking with Misuse
2134,2022,Disruption
2134,2022,Hijacking with Misuse
2132,2023,Disruption
2132,2023,Hijacking with Misuse
2132,2023,Ransomware
2131,2023,Data theft & Doxing
2131,2023,Hijacking with Misuse
2131,2023,Ransomware
2129,2023,Disruption
2129,2023,Hijacking with Misuse
2128,2023,Data theft
2128,2023,Disruption
2128,2023,Hijacking with Misuse
2128,2023,Ransomware
2127,2022,Data theft
2127,2022,Hijacking with Misuse
2126,2023,Disruption
2125,2023,Hijacking with Misuse
2124,2023,Hijacking with Misuse
2123,2022,Data theft
2123,2022,Hijacking with Misuse
2122,2023,Hijacking without Misuse
2121,2023,Disruption
2120,2022,Data theft
2120,2022,Hijacking with Misuse
2118,2023,Data theft & Doxing
2118,2023,Disruption
2118,2023,Hijacking with Misuse
2118,2023,Ransomware
2117,2023,Disruption
2117,2023,Hijacking with Misuse
2116,2023,Data theft
2116,2023,Hijacking with Misuse
2115,2023,Data theft & Doxing
2115,2023,Hijacking with Misuse
2114,2022,Data theft
2114,2022,Hijacking with Misuse
2113,2023,Data theft & Doxing
2113,2023,Hijacking with Misuse
2113,2023,Ransomware
2112,2023,Data theft & Doxing
2112,2023,Hijacking with Misuse
2111,2022,Data theft
2110,2022,Data theft
2110,2022,Disruption
2110,2022,Hijacking with Misuse
2110,2022,Ransomware
2109,2022,Disruption
2109,2022,Hijacking with Misuse
2109,2022,Ransomware
2108,2023,Hijacking with Misuse
2107,2023,Data theft
2107,2023,Hijacking without Misuse
2105,2023,Hijacking without Misuse
2103,2023,Data theft
2103,2023,Hijacking with Misuse
2102,2023,Disruption
2102,2023,Hijacking with Misuse
2102,2023,Ransomware
2101,2023,Data theft & Doxing
2101,2023,Disruption
2101,2023,Hijacking with Misuse
2101,2023,Ransomware
2100,2023,Disruption
2097,2022,Data theft
2097,2022,Hijacking with Misuse
2096,2023,Hijacking without Misuse
2095,2023,Data theft
2095,2023,Disruption
2095,2023,Hijacking with Misuse
2095,2023,Ransomware
2093,2023,Disruption
2093,2023,Hijacking with Misuse
2093,2023,Ransomware
2092,2023,Disruption
2092,2023,Hijacking with Misuse
2092,2023,Ransomware
2089,2022,Hijacking without Misuse
2088,2023,Hijacking without Misuse
2086,2022,Data theft
2086,2022,Hijacking with Misuse
2085,2022,Hijacking without Misuse
2084,2022,Hijacking without Misuse
2083,2023,Data theft
2083,2023,Disruption
2083,2023,Hijacking with Misuse
2083,2023,Ransomware
2082,2021,Data theft
2082,2021,Hijacking with Misuse
2080,2023,Data theft
2080,2023,Hijacking with Misuse
2079,2023,Data theft & Doxing
2079,2023,Hijacking with Misuse
2077,2021,Data theft
2076,2022,Data theft
2076,2022,Disruption
2076,2022,Hijacking with Misuse
2076,2022,Ransomware
2075,2023,Data theft
2075,2023,Hijacking with Misuse
2074,2021,Hijacking without Misuse
2073,2023,Disruption
2073,2023,Hijacking with Misuse
2071,2021,Data theft
2071,2021,Hijacking with Misuse
2070,2022,Data theft
2070,2022,Hijacking with Misuse
2069,2022,Data theft
2069,2022,Hijacking with Misuse
2068,2021,Not available
2068,2021,Hijacking without Misuse
2067,2022,Data theft
2067,2022,Hijacking with Misuse
2066,2022,Hijacking without Misuse
2064,2023,Data theft
2064,2023,Hijacking with Misuse
2063,2023,Data theft
2063,2023,Hijacking with Misuse
2061,2023,Data theft & Doxing
2061,2023,Hijacking with Misuse
2060,2023,Disruption
2060,2023,Hijacking with Misuse
2057,2023,Disruption
2057,2023,Hijacking with Misuse
2056,2023,Data theft & Doxing
2056,2023,Disruption
2056,2023,Hijacking with Misuse
2056,2023,Ransomware
2055,2023,Data theft
2055,2023,Disruption
2055,2023,Hijacking with Misuse
2055,2023,Ransomware
2053,2023,Disruption
2053,2023,Hijacking with Misuse
2053,2023,Ransomware
2051,2023,Data theft
2051,2023,Hijacking with Misuse
2050,2023,Data theft
2050,2023,Hijacking with Misuse
2048,2022,Hijacking without Misuse
2047,2023,Data theft & Doxing
2047,2023,Hijacking with Misuse
2046,2023,Disruption
2045,2023,Data theft & Doxing
2045,2023,Disruption
2045,2023,Hijacking with Misuse
2045,2023,Ransomware
2044,2023,Disruption
2044,2023,Hijacking with Misuse
2043,2023,Disruption
2042,2023,Data theft & Doxing
2042,2023,Hijacking with Misuse
2041,2022,Data theft & Doxing
2041,2022,Disruption
2041,2022,Hijacking with Misuse
2041,2022,Ransomware
2040,2022,Data theft
2040,2022,Hijacking without Misuse
2039,2022,Data theft
2039,2022,Hijacking with Misuse
2038,2022,Data theft
2038,2022,Hijacking with Misuse
2036,2022,Data theft
2036,2022,Hijacking with Misuse
2035,2023,Disruption
2034,2023,Data theft & Doxing
2034,2023,Hijacking with Misuse
2033,2022,Data theft & Doxing
2033,2022,Hijacking with Misuse
2031,2022,Data theft & Doxing
2031,2022,Hijacking with Misuse
2030,2022,Disruption
2030,2022,Hijacking with Misuse
2029,2022,Data theft & Doxing
2029,2022,Hijacking with Misuse
2028,2022,Data theft & Doxing
2028,2022,Hijacking with Misuse
2027,2022,Data theft & Doxing
2027,2022,Hijacking with Misuse
2026,2023,Disruption
2026,2023,Hijacking with Misuse
2023,2022,Data theft
2023,2022,Hijacking with Misuse
2022,2018,Data theft
2022,2018,Hijacking with Misuse
2021,2023,Data theft
2021,2023,Disruption
2021,2023,Hijacking with Misuse
2021,2023,Ransomware
2020,2023,Disruption
2020,2023,Hijacking with Misuse
2020,2023,Ransomware
2019,2023,Hijacking with Misuse
2017,2022,Data theft & Doxing
2017,2022,Disruption
2017,2022,Hijacking with Misuse
2017,2022,Ransomware
2016,2022,Data theft & Doxing
2016,2022,Hijacking with Misuse
2015,2022,Data theft & Doxing
2015,2022,Disruption
2015,2022,Hijacking with Misuse
2015,2022,Ransomware
2014,2023,Disruption
2013,2022,Hijacking without Misuse
2012,2023,Disruption
2012,2023,Hijacking with Misuse
2011,2022,Data theft
2011,2022,Disruption
2011,2022,Hijacking with Misuse
2011,2022,Ransomware
2010,2023,Data theft
2010,2023,Disruption
2010,2023,Hijacking with Misuse
2009,2023,Disruption
2009,2023,Hijacking with Misuse
2008,2023,Disruption
2008,2023,Hijacking with Misuse
2008,2023,Ransomware
2007,2023,Data theft & Doxing
2007,2023,Hijacking with Misuse
2007,2023,Ransomware
2006,2022,Data theft & Doxing
2006,2022,Disruption
2006,2022,Hijacking with Misuse
2006,2022,Ransomware
2005,2023,Disruption
2004,2023,Data theft & Doxing
2004,2023,Disruption
2004,2023,Hijacking with Misuse
2004,2023,Ransomware
2003,2022,Hijacking without Misuse
2002,2023,Hijacking without Misuse
2001,2023,Data theft
2001,2023,Disruption
2001,2023,Hijacking with Misuse
2001,2023,Ransomware
2000,2023,Disruption
1997,2022,Hijacking without Misuse
1996,2022,Disruption
1995,2022,Disruption
1994,2022,Disruption
1993,2022,Disruption
1988,2022,Disruption
1987,2022,Data theft & Doxing
1987,2022,Hijacking with Misuse
1986,2022,Data theft & Doxing
1986,2022,Hijacking with Misuse
1984,2022,Data theft & Doxing
1984,2022,Hijacking with Misuse
1983,2022,Data theft & Doxing
1983,2022,Hijacking with Misuse
1982,2022,Disruption
1981,2022,Data theft & Doxing
1981,2022,Hijacking with Misuse
1980,2022,Data theft & Doxing
1980,2022,Hijacking with Misuse
1979,2022,Disruption
1978,2022,Hijacking without Misuse
1977,2022,Hijacking without Misuse
1976,2021,Data theft
1976,2021,Hijacking with Misuse
1975,2023,Data theft
1975,2023,Disruption
1975,2023,Hijacking with Misuse
1975,2023,Ransomware
1974,2022,Data theft
1974,2022,Hijacking with Misuse
1973,2023,Hijacking with Misuse
1972,2022,Disruption
1972,2022,Hijacking with Misuse
1971,2023,Disruption
1971,2023,Hijacking without Misuse
1969,2022,Hijacking with Misuse
1968,2021,Data theft
1968,2021,Hijacking with Misuse
1967,2020,Hijacking without Misuse
1966,2023,Disruption
1965,2023,Data theft
1965,2023,Hijacking with Misuse
1964,2023,Hijacking without Misuse
1963,2022,Disruption
1962,2023,Disruption
1962,2023,Hijacking with Misuse
1961,2023,Data theft
1961,2023,Hijacking with Misuse
1960,2023,Disruption
1960,2023,Hijacking with Misuse
1960,2023,Ransomware
1959,2022,Data theft
1959,2022,Disruption
1959,2022,Hijacking with Misuse
1959,2022,Ransomware
1958,2021,Data theft & Doxing
1958,2021,Hijacking with Misuse
1957,2023,Disruption
1957,2023,Hijacking with Misuse
1956,2021,Hijacking without Misuse
1953,2022,Disruption
1952,2022,Disruption
1951,2023,Disruption
1951,2023,Hijacking with Misuse
1951,2023,Ransomware
1950,2022,Disruption
1949,2023,Data theft & Doxing
1949,2023,Disruption
1949,2023,Hijacking with Misuse
1949,2023,Ransomware
1948,2021,Hijacking with Misuse
1947,2023,Disruption
1947,2023,Hijacking with Misuse
1947,2023,Ransomware
1946,2022,Disruption
1945,2022,Disruption
1944,2022,Disruption
1943,2022,Disruption
1942,2023,Disruption
1942,2023,Hijacking with Misuse
1941,2023,Disruption
1940,2022,Hijacking without Misuse
1938,2023,Data theft
1938,2023,Hijacking with Misuse
1937,2021,Data theft & Doxing
1937,2021,Hijacking with Misuse
1936,2023,Disruption
1935,2023,Data theft & Doxing
1935,2023,Disruption
1935,2023,Hijacking with Misuse
1935,2023,Ransomware
1934,2023,Disruption
1933,2021,Data theft
1933,2021,Hijacking with Misuse
1932,2023,Data theft
1932,2023,Hijacking with Misuse
1932,2023,Ransomware
1931,2022,Data theft & Doxing
1931,2022,Hijacking with Misuse
1930,2022,Data theft
1930,2022,Hijacking with Misuse
1928,2023,Disruption
1927,2023,Disruption
1925,2023,Disruption
1925,2023,Hijacking with Misuse
1924,2023,Hijacking with Misuse
1923,2022,Hijacking without Misuse
1922,2021,Hijacking without Misuse
1921,2022,Hijacking without Misuse
1920,2021,Hijacking without Misuse
1918,2021,Hijacking without Misuse
1917,2022,Data theft
1917,2022,Hijacking with Misuse
1916,2022,Data theft
1916,2022,Hijacking with Misuse
1915,2023,Disruption
1915,2023,Hijacking with Misuse
1915,2023,Ransomware
1914,2022,Data theft
1914,2022,Hijacking with Misuse
1913,2022,Data theft
1913,2022,Hijacking with Misuse
1912,2023,Data theft
1912,2023,Hijacking with Misuse
1911,2022,Data theft
1911,2022,Hijacking with Misuse
1910,2023,Disruption
1910,2023,Hijacking with Misuse
1910,2023,Ransomware
1909,2022,Data theft
1907,2023,Disruption
1906,2022,Disruption
1906,2022,Hijacking with Misuse
1905,2021,Data theft
1905,2021,Hijacking with Misuse
1903,2023,Disruption
1903,2023,Hijacking with Misuse
1902,2023,Disruption
1901,2023,Hijacking without Misuse
1898,2023,Data theft
1898,2023,Hijacking with Misuse
1894,2023,Disruption
1894,2023,Hijacking with Misuse
1894,2023,Ransomware
1893,2022,Disruption
1893,2022,Hijacking with Misuse
1893,2022,Ransomware
1892,2023,Disruption
1892,2023,Hijacking with Misuse
1892,2023,Ransomware
1890,2020,Data theft
1890,2020,Hijacking with Misuse
1889,2023,Disruption
1889,2023,Hijacking with Misuse
1889,2023,Ransomware
1888,2023,Data theft
1888,2023,Hijacking with Misuse
1887,2022,Data theft
1887,2022,Hijacking with Misuse
1886,2022,Data theft
1886,2022,Hijacking with Misuse
1885,2022,Data theft
1885,2022,Hijacking with Misuse
1884,2022,Data theft
1884,2022,Hijacking with Misuse
1883,2023,Disruption
1882,2022,Hijacking without Misuse
1881,2023,Disruption
1881,2023,Hijacking with Misuse
1881,2023,Ransomware
1880,2022,Data theft
1880,2022,Hijacking with Misuse
1878,2022,Data theft
1878,2022,Hijacking with Misuse
1877,2022,Hijacking without Misuse
1876,2022,Disruption
1876,2022,Hijacking with Misuse
1871,2020,Disruption
1871,2020,Hijacking with Misuse
1871,2020,Ransomware
1868,2023,Disruption
1867,2023,Disruption
1865,2023,Disruption
1865,2023,Hijacking with Misuse
1864,2022,Data theft
1864,2022,Hijacking with Misuse
1863,2023,Disruption
1862,2015,Data theft
1862,2015,Hijacking with Misuse
1861,2022,Data theft & Doxing
1861,2022,Hijacking with Misuse
1860,2022,Hijacking with Misuse
1859,2023,Data theft & Doxing
1859,2023,Hijacking with Misuse
1858,2022,Hijacking without Misuse
1855,2023,Disruption
1855,2023,Hijacking with Misuse
1854,2021,Hijacking without Misuse
1853,2022,Disruption
1852,2023,Disruption
1852,2023,Hijacking with Misuse
1851,2023,Disruption
1851,2023,Hijacking with Misuse
1850,2022,Data theft
1849,2022,Hijacking without Misuse
1847,2022,Data theft
1847,2022,Hijacking with Misuse
1843,2023,Disruption
1842,2023,Disruption
1836,2022,Hijacking without Misuse
1835,2023,Disruption
1834,2021,Data theft & Doxing
1834,2021,Hijacking with Misuse
1830,2022,Hijacking without Misuse
1829,2023,Disruption
1828,2021,Data theft
1828,2021,Hijacking with Misuse
1827,2021,Hijacking without Misuse
1826,2022,Disruption
1826,2022,Hijacking with Misuse
1826,2022,Ransomware
1825,2022,Hijacking without Misuse
1824,2022,Data theft
1824,2022,Disruption
1824,2022,Ransomware
1823,2022,Data theft & Doxing
1822,2022,Data theft & Doxing
1821,2022,Hijacking with Misuse
1819,2019,Data theft & Doxing
1818,2022,Disruption
1817,2022,Disruption
1816,2022,Hijacking without Misuse
1815,2021,Hijacking without Misuse
1814,2021,Data theft & Doxing
1814,2021,Hijacking with Misuse
1813,2022,Data theft
1813,2022,Ransomware
1809,2022,Data theft
1809,2022,Hijacking with Misuse
1808,2022,Hijacking without Misuse
1807,2022,Hijacking without Misuse
1805,2022,Hijacking without Misuse
1804,2022,Data theft
1804,2022,Disruption
1802,2022,Data theft
1802,2022,Hijacking with Misuse
1800,2022,Data theft
1800,2022,Hijacking with Misuse
1797,2022,Disruption
1795,2022,Hijacking without Misuse
1794,2022,Disruption
1794,2022,Hijacking with Misuse
1793,2022,Disruption
1793,2022,Hijacking with Misuse
1793,2022,Ransomware
1792,2022,Data theft
1792,2022,Hijacking with Misuse
1792,2022,Ransomware
1791,2022,Data theft
1791,2022,Hijacking with Misuse
1790,2019,Hijacking without Misuse
1789,2022,Data theft & Doxing
1789,2022,Hijacking with Misuse
1788,2022,Disruption
1786,2022,Data theft & Doxing
1786,2022,Disruption
1785,2022,Disruption
1782,2021,Hijacking without Misuse
1781,2022,Disruption
1779,2022,Data theft & Doxing
1779,2022,Hijacking with Misuse
1777,2022,Disruption
1757,2020,Disruption
1757,2020,Hijacking with Misuse
1756,2022,Disruption
1756,2022,Hijacking with Misuse
1754,2022,Data theft
1754,2022,Hijacking with Misuse
1753,2022,Disruption
1752,2022,Disruption
1752,2022,Hijacking with Misuse
1752,2022,Ransomware
1751,2022,Hijacking without Misuse
1741,2022,Disruption
1741,2022,Hijacking with Misuse
1740,2022,Disruption
1738,2022,Disruption
1738,2022,Hijacking with Misuse
1737,2022,Disruption
1736,2020,Hijacking with Misuse
1735,2022,Disruption
1735,2022,Hijacking with Misuse
1733,2022,Hijacking without Misuse
1732,2022,Disruption
1732,2022,Hijacking with Misuse
1726,2022,Disruption
1725,2022,Data theft & Doxing
1725,2022,Hijacking with Misuse
1722,2021,Hijacking without Misuse
1720,2022,Hijacking with Misuse
1716,2022,Disruption
1715,2022,Hijacking without Misuse
1709,2021,Hijacking without Misuse
1704,2022,Data theft & Doxing
1704,2022,Disruption
1703,2022,Disruption
1702,2021,Data theft
1702,2021,Hijacking with Misuse
1701,2022,Hijacking with Misuse
1700,2022,Disruption
1699,2022,Hijacking without Misuse
1694,2017,Data theft
1694,2017,Hijacking with Misuse
1693,2021,Data theft
1693,2021,Hijacking with Misuse
1691,2020,Hijacking without Misuse
1690,2022,Disruption
1689,2022,Disruption
1688,2022,Disruption
1683,2021,Data theft
1683,2021,Hijacking with Misuse
1682,2022,Hijacking without Misuse
1680,2022,Data theft
1680,2022,Disruption
1680,2022,Hijacking with Misuse
1679,2022,Data theft & Doxing
1676,2022,Hijacking without Misuse
1674,2022,Hijacking without Misuse
1673,2022,Hijacking without Misuse
1672,2021,Data theft
1672,2021,Hijacking with Misuse
1671,2020,Data theft
1671,2020,Hijacking with Misuse
1670,2022,Hijacking without Misuse
1668,2018,Data theft
1668,2018,Hijacking with Misuse
1667,2022,Disruption
1667,2022,Hijacking with Misuse
1667,2022,Disruption
1667,2022,Hijacking with Misuse
1665,2022,Data theft
1665,2022,Disruption
1665,2022,Hijacking with Misuse
1665,2022,Ransomware
1664,2020,Data theft
1664,2020,Hijacking with Misuse
1663,2022,Disruption
1662,2022,Disruption
1662,2022,Hijacking without Misuse
1662,2022,Hijacking with Misuse
1661,2021,Disruption
1661,2021,Hijacking without Misuse
1661,2021,Hijacking with Misuse
1660,2021,Disruption
1660,2021,Hijacking with Misuse
1659,2022,Disruption
1659,2022,Hijacking with Misuse
1659,2022,Ransomware
1658,2022,Disruption
1658,2022,Hijacking with Misuse
1657,2022,Hijacking with Misuse
1654,2022,Disruption
1653,2022,Data theft & Doxing
1653,2022,Hijacking with Misuse
1652,2022,Hijacking without Misuse
1651,2022,Disruption
1650,2022,Hijacking with Misuse
1648,2022,Disruption
1648,2022,Hijacking with Misuse
1646,2022,Disruption
1644,2022,Disruption
1643,2022,Data theft
1643,2022,Hijacking with Misuse
1642,2022,Data theft & Doxing
1641,2022,Data theft & Doxing
1640,2022,Data theft & Doxing
1639,2022,Data theft
1637,2022,Hijacking without Misuse
1631,2022,Data theft & Doxing
1630,2022,Hijacking with Misuse
1628,2022,Data theft & Doxing
1628,2022,Hijacking without Misuse
1627,2021,Data theft
1627,2021,Hijacking with Misuse
1626,2022,Data theft & Doxing
1626,2022,Disruption
1626,2022,Hijacking with Misuse
1618,2022,Disruption
1615,2022,Data theft
1615,2022,Disruption
1615,2022,Hijacking with Misuse
1614,2022,Disruption
1613,2022,Data theft & Doxing
1613,2022,Hijacking with Misuse
1611,2022,Hijacking with Misuse
1610,2022,Data theft & Doxing
1609,2022,Disruption
1609,2022,Hijacking with Misuse
1607,2021,Data theft
1607,2021,Hijacking without Misuse
1606,2022,Hijacking without Misuse
1605,2022,Hijacking without Misuse
1604,2022,Disruption
1603,2022,Disruption
1599,2022,Disruption
1594,2022,Disruption
1591,2022,Disruption
1590,2022,Disruption
1590,2022,Hijacking with Misuse
1589,2022,Hijacking without Misuse
1583,2022,Data theft & Doxing
1581,2022,Disruption
1581,2022,Hijacking with Misuse
1580,2021,Data theft
1580,2021,Hijacking with Misuse
1577,2022,Disruption
1577,2022,Ransomware
1575,2022,Disruption
1574,2022,Disruption
1573,2022,Disruption
1572,2022,Disruption
1572,2022,Hijacking with Misuse
1571,2022,Disruption
1571,2022,Hijacking without Misuse
1570,2022,Disruption
1569,2022,Data theft & Doxing
1569,2022,Disruption
1567,2022,Disruption
1566,2022,Data theft
1565,2021,Hijacking without Misuse
1563,2022,Disruption
1562,2019,Hijacking without Misuse
1561,2022,Data theft & Doxing
1558,2021,Data theft
1558,2021,Hijacking with Misuse
1555,2021,Data theft
1555,2021,Disruption
1555,2021,Hijacking with Misuse
1555,2021,Ransomware
1554,2022,Data theft
1554,2022,Disruption
1554,2022,Hijacking with Misuse
1554,2022,Ransomware
1553,2021,Hijacking with Misuse
1550,2022,Disruption
1546,2021,Data theft
1546,2021,Hijacking with Misuse
1544,2022,Disruption
1544,2022,Hijacking with Misuse
1543,2022,Data theft
1543,2022,Ransomware
1542,2022,Data theft
1542,2022,Hijacking with Misuse
1541,2022,Disruption
1541,2022,Hijacking with Misuse
1539,2022,Data theft
1539,2022,Hijacking with Misuse
1538,2021,Data theft
1538,2021,Disruption
1538,2021,Hijacking with Misuse
1538,2021,Ransomware
1537,2022,Hijacking without Misuse
1533,2022,Data theft & Doxing
1529,2017,Data theft
1529,2017,Hijacking with Misuse
1523,2022,Hijacking with Misuse
1522,2022,Data theft
1522,2022,Hijacking with Misuse
1520,2022,Disruption
1520,2022,Hijacking with Misuse
1519,2022,Data theft & Doxing
1519,2022,Disruption
1515,2022,Hijacking without Misuse
1514,2022,Disruption
1514,2022,Hijacking with Misuse
1513,2022,Hijacking with Misuse
1511,2022,Disruption
1511,2022,Hijacking with Misuse
1509,2022,Data theft & Doxing
1509,2022,Hijacking with Misuse
1508,2022,Data theft & Doxing
1507,2015,Data theft
1507,2015,Hijacking with Misuse
1505,2015,Data theft
1505,2015,Hijacking without Misuse
1504,2020,Hijacking without Misuse
1503,2022,Disruption
1502,2021,Data theft & Doxing
1502,2021,Disruption
1502,2021,Hijacking with Misuse
1502,2021,Ransomware
1501,2022,Data theft & Doxing
1500,2022,Data theft & Doxing
1499,2022,Disruption
1499,2022,Ransomware
1496,2022,Hijacking without Misuse
1495,2021,Hijacking without Misuse
1494,2022,Data theft
1494,2022,Hijacking with Misuse
1493,2020,Data theft
1493,2020,Hijacking with Misuse
1493,2020,Ransomware
1491,2021,Disruption
1491,2021,Hijacking with Misuse
1491,2021,Ransomware
1468,2022,Data theft
1468,2022,Hijacking with Misuse
1454,2022,Data theft & Doxing
1452,2022,Data theft & Doxing
1451,2021,Data theft
1451,2021,Hijacking with Misuse
1449,2022,Disruption
1449,2022,Hijacking with Misuse
1448,2022,Disruption
1447,2022,Disruption
1446,2022,Data theft & Doxing
1445,2022,Data theft & Doxing
1444,2022,Disruption
1443,2022,Data theft & Doxing
1441,2022,Data theft & Doxing
1440,2022,Data theft & Doxing
1439,2022,Data theft
1439,2022,Disruption
1438,2022,Data theft & Doxing
1437,2022,Data theft & Doxing
1436,2022,Disruption
1435,2022,Data theft & Doxing
1433,2022,Disruption
1432,2022,Disruption
1432,2022,Hijacking without Misuse
1431,2022,Data theft
1429,2022,Disruption
1428,2022,Data theft & Doxing
1427,2022,Disruption
1426,2022,Disruption
1425,2022,Disruption
1422,2022,Disruption
1421,2022,Disruption
1420,2022,Disruption
1418,2021,Data theft
1418,2021,Hijacking with Misuse
1417,2021,Data theft
1417,2021,Disruption
1417,2021,Hijacking with Misuse
1417,2021,Ransomware
1416,2021,Data theft
1416,2021,Hijacking with Misuse
1414,2021,Data theft
1414,2021,Hijacking with Misuse
1413,2021,Data theft
1413,2021,Hijacking with Misuse
1412,2021,Data theft
1412,2021,Hijacking with Misuse
1411,2021,Hijacking with Misuse
1410,2021,Data theft & Doxing
1409,2021,Hijacking without Misuse
1408,2021,Hijacking without Misuse
1407,2021,Disruption
1407,2021,Hijacking with Misuse
1406,2021,Disruption
1405,2021,Hijacking without Misuse
1404,2021,Hijacking without Misuse
1403,2021,Hijacking without Misuse
1402,2021,Data theft
1402,2021,Hijacking with Misuse
1401,2021,Data theft
1401,2021,Hijacking with Misuse
1400,2021,Hijacking without Misuse
1399,2021,Data theft
1399,2021,Hijacking with Misuse
1398,2020,Data theft
1398,2020,Hijacking with Misuse
1397,2021,Hijacking without Misuse
1396,2021,Hijacking without Misuse
1395,2021,Data theft
1395,2021,Hijacking with Misuse
1394,2021,Data theft
1394,2021,Hijacking with Misuse
1392,2021,Data theft
1392,2021,Hijacking with Misuse
1391,2021,Hijacking with Misuse
1390,2021,Disruption
1390,2021,Hijacking with Misuse
1390,2021,Ransomware
1389,2021,Data theft & Doxing
1389,2021,Hijacking with Misuse
1388,2021,Hijacking with Misuse
1387,2021,Data theft
1387,2021,Hijacking with Misuse
1386,2021,Hijacking without Misuse
1385,2021,Data theft & Doxing
1384,2021,Data theft & Doxing
1383,2021,Data theft & Doxing
1383,2021,Disruption
1382,2021,Hijacking without Misuse
1381,2021,Data theft
1380,2021,Hijacking without Misuse
1379,2021,Disruption
1378,2021,Data theft
1378,2021,Hijacking with Misuse
1377,2021,Data theft & Doxing
1376,2021,Data theft
1376,2021,Hijacking with Misuse
1375,2021,Hijacking without Misuse
1374,2021,Data theft
1374,2021,Hijacking with Misuse
1373,2021,Data theft
1373,2021,Hijacking with Misuse
1372,2021,Data theft & Doxing
1372,2021,Hijacking with Misuse
1371,2021,Disruption
1370,2021,Disruption
1370,2021,Hijacking with Misuse
1369,2021,Disruption
1368,2021,Data theft & Doxing
1367,2021,Data theft & Doxing
1366,2021,Disruption
1365,2021,Hijacking without Misuse
1364,2021,Data theft
1364,2021,Hijacking with Misuse
1363,2021,Data theft
1362,2021,Hijacking without Misuse
1361,2021,Data theft
1360,2021,Hijacking without Misuse
1359,2021,Data theft & Doxing
1359,2021,Hijacking with Misuse
1358,2021,Data theft
1358,2021,Hijacking with Misuse
1357,2021,Data theft & Doxing
1356,2021,Hijacking without Misuse
1355,2021,Data theft
1355,2021,Hijacking with Misuse
1354,2021,Data theft
1354,2021,Hijacking with Misuse
1353,2021,Disruption
1352,2021,Data theft
1352,2021,Hijacking with Misuse
1351,2021,Data theft
1351,2021,Hijacking with Misuse
1350,2021,Disruption
1350,2021,Hijacking with Misuse
1349,2021,Disruption
1348,2021,Disruption
1347,2021,Hijacking without Misuse
1346,2021,Disruption
1345,2021,Data theft
1345,2021,Hijacking with Misuse
1344,2021,Disruption
1343,2021,Hijacking without Misuse
1342,2021,Hijacking without Misuse
1341,2021,Hijacking without Misuse
1340,2021,Data theft
1340,2021,Hijacking with Misuse
1339,2021,Disruption
1338,2021,Data theft & Doxing
1338,2021,Hijacking with Misuse
1337,2021,Data theft
1337,2021,Disruption
1336,2021,Disruption
1335,2021,Data theft & Doxing
1335,2021,Hijacking with Misuse
1334,2021,Hijacking without Misuse
1333,2021,Data theft
1333,2021,Hijacking with Misuse
1332,2021,Hijacking without Misuse
1331,2021,Data theft
1330,2021,Data theft & Doxing
1329,2021,Data theft
1329,2021,Hijacking with Misuse
1328,2021,Disruption
1327,2021,Disruption
1326,2021,Disruption
1325,2021,Data theft & Doxing
1325,2021,Disruption
1323,2020,Data theft
1323,2020,Hijacking with Misuse
1322,2020,Data theft
1322,2020,Hijacking with Misuse
1321,2020,Data theft
1321,2020,Hijacking with Misuse
1320,2020,Disruption
1319,2020,Disruption
1318,2020,Data theft
1318,2020,Hijacking with Misuse
1317,2020,Hijacking without Misuse
1316,2020,Data theft
1316,2020,Hijacking with Misuse
1315,2020,Hijacking without Misuse
1314,2020,Hijacking without Misuse
1313,2020,Data theft
1313,2020,Hijacking with Misuse
1312,2020,Hijacking without Misuse
1311,2020,Data theft & Doxing
1310,2020,Data theft
1310,2020,Hijacking with Misuse
1309,2020,Data theft
1309,2020,Hijacking with Misuse
1308,2020,Data theft
1308,2020,Hijacking with Misuse
1307,2020,Data theft
1307,2020,Hijacking with Misuse
1306,2020,Hijacking without Misuse
1305,2020,Data theft
1305,2020,Hijacking with Misuse
1304,2020,Data theft
1304,2020,Hijacking with Misuse
1303,2020,Data theft
1303,2020,Hijacking with Misuse
1302,2020,Data theft
1302,2020,Hijacking with Misuse
1301,2020,Data theft
1301,2020,Hijacking with Misuse
1300,2020,Data theft
1300,2020,Hijacking with Misuse
1299,2020,Data theft
1299,2020,Hijacking with Misuse
